date,source_game,target_game,country,ad_impressions,installs
2020-07-18,D,M,RU,4531,184
2020-07-19,D,M,RU,6054,221
2020-07-20,D,M,RU,4934,180
2020-07-21,D,M,RU,6374,255
2020-07-22,D,M,RU,8060,310
2020-07-23,D,M,RU,5356,241
2020-07-24,D,M,RU,5900,227
2020-07-25,D,M,RU,7121,280
2020-07-26,D,M,RU,6974,284
2020-07-27,D,M,RU,3811,159
2020-07-28,D,M,RU,5734,214
2020-07-29,D,M,RU,5086,188
2020-07-30,D,M,RU,6339,247
2020-07-31,D,M,RU,5335,216
2020-07-01,D,N,RU,54074,690
2020-07-02,D,N,RU,48583,683
2020-07-03,D,N,RU,42046,600
2020-07-04,D,N,RU,45221,694
2020-07-05,D,N,RU,48776,721
2020-07-06,D,N,RU,51988,734
2020-07-07,D,N,RU,43474,663
2020-07-08,D,N,RU,45304,673
2020-07-09,D,N,RU,35683,562
2020-07-10,D,N,RU,38712,588
2020-07-11,D,N,RU,41728,643
2020-07-12,D,N,RU,43110,690
2020-07-13,D,N,RU,29915,548
2020-07-14,D,N,RU,28503,434
2020-07-15,D,N,RU,29678,473
2020-07-16,D,N,RU,34154,491
2020-07-17,D,N,RU,33954,498
2020-07-18,D,N,RU,35001,489
2020-07-19,D,N,RU,40858,576
2020-07-20,D,N,RU,39177,580
2020-07-21,D,N,RU,43118,673
2020-07-22,D,N,RU,37135,585
2020-07-23,D,N,RU,45383,679
2020-07-24,D,N,RU,40060,615
2020-07-25,D,N,RU,33941,575
2020-07-26,D,N,RU,35698,524
2020-07-27,D,N,RU,29337,461
2020-07-28,D,N,RU,29282,455
2020-07-29,D,N,RU,34644,511
2020-07-30,D,N,RU,38311,551
2020-07-31,D,N,RU,33826,474
2020-07-01,D,O,RU,23095,690
2020-07-02,D,O,RU,18164,570
2020-07-03,D,O,RU,17434,506
2020-07-04,D,O,RU,16356,483
2020-07-05,D,O,RU,17291,509
2020-07-06,D,O,RU,15018,436
2020-07-07,D,O,RU,14032,432
2020-07-08,D,O,RU,13859,413
2020-07-09,D,O,RU,13562,398
2020-07-10,D,O,RU,13409,379
2020-07-11,D,O,RU,12491,372
2020-07-12,D,O,RU,13564,396
2020-07-13,D,O,RU,10819,313
2020-07-14,D,O,RU,10201,293
2020-07-15,D,O,RU,10064,291
2020-07-16,D,O,RU,8664,250
2020-07-17,D,O,RU,5887,172
2020-07-18,D,O,RU,5645,150
2020-07-19,D,O,RU,5955,163
2020-07-20,D,O,RU,5191,132
2020-07-21,D,O,RU,4132,105
2020-07-22,D,O,RU,3729,112
2020-07-23,D,O,RU,3029,86
2020-07-24,D,O,RU,2550,70
2020-07-25,D,O,RU,2621,85
2020-07-26,D,O,RU,2303,63
2020-07-27,D,O,RU,1904,57
2020-07-28,D,O,RU,1801,50
2020-07-29,D,O,RU,1707,47
2020-07-30,D,O,RU,1646,40
2020-07-31,D,O,RU,1531,50
2020-07-01,D,P,RU,27533,622
2020-07-02,D,P,RU,22186,517
2020-07-03,D,P,RU,22382,516
2020-07-04,D,P,RU,20223,450
2020-07-05,D,P,RU,22485,530
2020-07-06,D,P,RU,20478,465
2020-07-07,D,P,RU,20126,406
2020-07-08,D,P,RU,16440,366
2020-07-09,D,P,RU,11975,274
2020-07-10,D,P,RU,10610,227
2020-07-11,D,P,RU,9439,200
2020-07-12,D,P,RU,9864,236
2020-07-13,D,P,RU,11515,278
2020-07-14,D,P,RU,4045,125
2020-07-15,D,P,RU,18,9
2020-07-16,D,P,RU,13803,261
2020-07-17,D,P,RU,12053,216
2020-07-18,D,P,RU,14554,249
2020-07-19,D,P,RU,14665,294
2020-07-20,D,P,RU,14789,319
2020-07-21,D,P,RU,13190,303
2020-07-22,D,P,RU,11500,279
2020-07-23,D,P,RU,12360,313
2020-07-24,D,P,RU,10032,215
2020-07-25,D,P,RU,11782,251
2020-07-26,D,P,RU,11336,254
2020-07-27,D,P,RU,10582,258
2020-07-28,D,P,RU,11043,277
2020-07-29,D,P,RU,12938,253
2020-07-30,D,P,RU,10551,219
2020-07-31,D,P,RU,9521,213
2020-07-01,D,Q,RU,94635,1528
2020-07-02,D,Q,RU,70048,1407
2020-07-03,D,Q,RU,83357,1422
2020-07-04,D,Q,RU,85370,1208
2020-07-05,D,Q,RU,107510,1323
2020-07-06,D,Q,RU,144123,1481
2020-07-07,D,Q,RU,151895,1629
2020-07-08,D,Q,RU,136595,1607
2020-07-09,D,Q,RU,117696,1300
2020-07-10,D,Q,RU,146868,2911
2020-07-11,D,Q,RU,146267,1673
2020-07-12,D,Q,RU,130327,1644
2020-07-13,D,Q,RU,124099,1691
2020-07-14,D,Q,RU,126135,1549
2020-07-15,D,Q,RU,94473,1231
2020-07-16,D,Q,RU,116206,1524
2020-07-17,D,Q,RU,91448,1485
2020-07-18,D,Q,RU,142538,1864
2020-07-19,D,Q,RU,108305,1650
2020-07-20,D,Q,RU,172166,2085
2020-07-21,D,Q,RU,115217,1602
2020-07-22,D,Q,RU,107192,1574
2020-07-23,D,Q,RU,114098,1827
2020-07-24,D,Q,RU,124747,1755
2020-07-25,D,Q,RU,127258,1746
2020-07-26,D,Q,RU,143157,1568
2020-07-27,D,Q,RU,132253,1641
2020-07-28,D,Q,RU,110900,1419
2020-07-29,D,Q,RU,123909,1436
2020-07-30,D,Q,RU,82620,1218
2020-07-31,D,Q,RU,70526,853
2020-07-01,D,R,RU,21782,830
2020-07-02,D,R,RU,17912,786
2020-07-03,D,R,RU,18227,779
2020-07-04,D,R,RU,20019,765
2020-07-05,D,R,RU,21123,761
2020-07-06,D,R,RU,21942,836
2020-07-07,D,R,RU,23299,860
2020-07-08,D,R,RU,21818,785
2020-07-09,D,R,RU,21060,749
2020-07-10,D,R,RU,20715,757
2020-07-11,D,R,RU,19006,718
2020-07-12,D,R,RU,17755,738
2020-07-13,D,R,RU,17265,683
2020-07-14,D,R,RU,15684,671
2020-07-15,D,R,RU,17866,706
2020-07-16,D,R,RU,18751,712
2020-07-17,D,R,RU,19097,691
2020-07-18,D,R,RU,19091,754
2020-07-19,D,R,RU,16649,697
2020-07-20,D,R,RU,19446,712
2020-07-21,D,R,RU,20714,685
2020-07-22,D,R,RU,18549,714
2020-07-23,D,R,RU,19439,683
2020-07-24,D,R,RU,18409,737
2020-07-25,D,R,RU,19369,762
2020-07-26,D,R,RU,19534,769
2020-07-27,D,R,RU,19371,783
2020-07-28,D,R,RU,18106,780
2020-07-29,D,R,RU,18065,713
2020-07-30,D,R,RU,17394,673
2020-07-31,D,R,RU,19033,712
2020-07-01,D,S,RU,18659,425
2020-07-02,D,S,RU,27467,608
2020-07-03,D,S,RU,21215,536
2020-07-04,D,S,RU,18341,452
2020-07-05,D,S,RU,32144,700
2020-07-06,D,S,RU,29214,704
2020-07-07,D,S,RU,34070,802
2020-07-08,D,S,RU,42417,907
2020-07-09,D,S,RU,43152,974
2020-07-10,D,S,RU,44159,534
2020-07-11,D,S,RU,70423,1545
2020-07-12,D,S,RU,71117,1525
2020-07-13,D,S,RU,72005,1508
2020-07-14,D,S,RU,59262,1387
2020-07-15,D,S,RU,65537,1439
2020-07-16,D,S,RU,74337,1686
2020-07-17,D,S,RU,58073,1321
2020-07-18,D,S,RU,70054,1499
2020-07-19,D,S,RU,60857,1346
2020-07-20,D,S,RU,41733,1046
2020-07-21,D,S,RU,61428,1289
2020-07-22,D,S,RU,64604,1451
2020-07-23,D,S,RU,67270,1525
2020-07-24,D,S,RU,59922,1427
2020-07-25,D,S,RU,58639,1407
2020-07-26,D,S,RU,62045,1407
2020-07-27,D,S,RU,35418,904
2020-07-28,D,S,RU,42285,992
2020-07-29,D,S,RU,48013,1146
2020-07-30,D,S,RU,49516,1116
2020-07-31,D,S,RU,41383,1012
2020-07-01,D,T,RU,39641,2632
2020-07-02,D,T,RU,33766,2548
2020-07-03,D,T,RU,28357,2083
2020-07-04,D,T,RU,21828,1619
2020-07-05,D,T,RU,24035,1741
2020-07-06,D,T,RU,16930,1336
2020-07-07,D,T,RU,13389,980
2020-07-08,D,T,RU,14806,1062
2020-07-09,D,T,RU,13098,975
2020-07-10,D,T,RU,11705,918
2020-07-11,D,T,RU,11370,789
2020-07-12,D,T,RU,10270,773
2020-07-13,D,T,RU,16910,1140
2020-07-14,D,T,RU,15938,1066
2020-07-15,D,T,RU,14892,1094
2020-07-16,D,T,RU,12212,937
2020-07-17,D,T,RU,9058,716
2020-07-18,D,T,RU,8279,552
2020-07-19,D,T,RU,9115,624
2020-07-20,D,T,RU,7005,532
2020-07-21,D,T,RU,5719,414
2020-07-22,D,T,RU,4473,339
2020-07-23,D,T,RU,4727,346
2020-07-24,D,T,RU,8403,601
2020-07-25,D,T,RU,9843,658
2020-07-26,D,T,RU,9884,671
2020-07-27,D,T,RU,7928,571
2020-07-28,D,T,RU,6942,502
2020-07-29,D,T,RU,4503,348
2020-07-30,D,T,RU,4118,307
2020-07-31,D,T,RU,3590,260
2020-07-01,E,K,RU,2361,84
2020-07-02,E,K,RU,4761,138
2020-07-03,E,K,RU,3396,116
2020-07-04,E,K,RU,3185,108
2020-07-05,E,K,RU,2729,101
2020-07-06,E,K,RU,3012,103
2020-07-07,E,K,RU,4514,122
2020-07-08,E,K,RU,3203,102
2020-07-09,E,K,RU,2502,78
2020-07-10,E,K,RU,2179,72
2020-07-11,E,K,RU,2043,56
2020-07-12,E,K,RU,2788,64
2020-07-13,E,K,RU,2727,71
2020-07-14,E,K,RU,2482,71
2020-07-15,E,K,RU,2745,69
2020-07-16,E,K,RU,2069,58
2020-07-17,E,K,RU,1864,51
2020-07-18,E,K,RU,1943,54
2020-07-19,E,K,RU,1877,59
2020-07-20,E,K,RU,2054,50
2020-07-21,E,K,RU,2014,51
2020-07-22,E,K,RU,1694,51
2020-07-23,E,K,RU,2390,87
2020-07-24,E,K,RU,2731,95
2020-07-25,E,K,RU,2539,83
2020-07-26,E,K,RU,2490,71
2020-07-27,E,K,RU,3171,71
2020-07-28,E,K,RU,5168,107
2020-07-29,E,K,RU,3668,83
2020-07-30,E,K,RU,3150,67
2020-07-31,E,K,RU,2736,79
2020-07-01,E,L,RU,14,1
2020-07-02,E,L,RU,21,1
2020-07-03,E,L,RU,19,1
2020-07-04,E,L,RU,14,1
2020-07-05,E,L,RU,18,1
2020-07-06,E,L,RU,15,1
2020-07-07,E,L,RU,14,1
2020-07-08,E,L,RU,20,1
2020-07-09,E,L,RU,14,1
2020-07-10,E,L,RU,13,1
2020-07-11,E,L,RU,12,1
2020-07-12,E,L,RU,9,1
2020-07-13,E,L,RU,21,1
2020-07-14,E,L,RU,15,1
2020-07-15,E,L,RU,24,1
2020-07-16,E,L,RU,19,1
2020-07-17,E,L,RU,47,3
2020-07-18,E,L,RU,51,2
2020-07-19,E,L,RU,52,3
2020-07-20,E,L,RU,35,2
2020-07-21,E,L,RU,88,7
2020-07-22,E,L,RU,950,51
2020-07-23,E,L,RU,1397,102
2020-07-24,E,L,RU,3991,316
2020-07-25,E,L,RU,8585,425
2020-07-26,E,L,RU,9565,622
2020-07-27,E,L,RU,6546,517
2020-07-28,E,L,RU,5100,404
2020-07-29,E,L,RU,4589,346
2020-07-30,E,L,RU,3542,337
2020-07-31,E,L,RU,4465,338
2020-07-01,E,M,RU,1062,15
2020-07-02,E,M,RU,3477,32
2020-07-03,E,M,RU,2310,26
2020-07-04,E,M,RU,1932,26
2020-07-05,E,M,RU,2891,29
2020-07-06,E,M,RU,2260,29
2020-07-07,E,M,RU,1207,18
2020-07-08,E,M,RU,1568,17
2020-07-09,E,M,RU,2256,28
2020-07-10,E,M,RU,2608,35
2020-07-11,E,M,RU,17486,220
2020-07-12,E,M,RU,36490,572
2020-07-13,E,M,RU,29297,443
2020-07-14,E,M,RU,37425,454
2020-07-15,E,M,RU,45472,552
2020-07-16,E,M,RU,36748,468
2020-07-17,E,M,RU,15359,249
2020-07-18,E,M,RU,11842,172
2020-07-19,E,M,RU,10623,154
2020-07-20,E,M,RU,24586,268
2020-07-21,E,M,RU,16120,219
2020-07-22,E,M,RU,5357,78
2020-07-23,E,M,RU,5179,72
2020-07-24,E,M,RU,4767,57
2020-07-25,E,M,RU,4368,60
2020-07-26,E,M,RU,5062,74
2020-07-27,E,M,RU,3195,48
2020-07-28,E,M,RU,3163,38
2020-07-29,E,M,RU,1675,22
2020-07-30,E,M,RU,1853,20
2020-07-31,E,M,RU,2336,25
2020-07-01,E,N,RU,5875,184
2020-07-02,E,N,RU,4603,157
2020-07-03,E,N,RU,4437,148
2020-07-04,E,N,RU,8339,255
2020-07-05,E,N,RU,12024,261
2020-07-06,E,N,RU,9889,289
2020-07-07,E,N,RU,8695,229
2020-07-08,E,N,RU,6969,201
2020-07-09,E,N,RU,6398,149
2020-07-10,E,N,RU,5589,182
2020-07-11,E,N,RU,6562,171
2020-07-12,E,N,RU,6781,196
2020-07-13,E,N,RU,4454,137
2020-07-14,E,N,RU,4199,113
2020-07-15,E,N,RU,3956,105
2020-07-16,E,N,RU,4810,134
2020-07-17,E,N,RU,4647,118
2020-07-18,E,N,RU,5284,135
2020-07-19,E,N,RU,5052,146
2020-07-20,E,N,RU,4160,136
2020-07-21,E,N,RU,10832,229
2020-07-22,E,N,RU,49528,948
2020-07-23,E,N,RU,37617,871
2020-07-24,E,N,RU,22668,702
2020-07-25,E,N,RU,21223,544
2020-07-26,E,N,RU,22681,598
2020-07-27,E,N,RU,19040,528
2020-07-28,E,N,RU,19962,556
2020-07-29,E,N,RU,19438,520
2020-07-30,E,N,RU,14595,456
2020-07-31,E,N,RU,2767,133
2020-07-01,E,O,RU,4481,135
2020-07-02,E,O,RU,3999,142
2020-07-03,E,O,RU,3436,105
2020-07-04,E,O,RU,3197,95
2020-07-05,E,O,RU,2994,95
2020-07-06,E,O,RU,3107,98
2020-07-07,E,O,RU,3394,99
2020-07-08,E,O,RU,4149,112
2020-07-09,E,O,RU,3389,100
2020-07-10,E,O,RU,3262,98
2020-07-11,E,O,RU,3914,126
2020-07-12,E,O,RU,4285,139
2020-07-13,E,O,RU,3894,115
2020-07-14,E,O,RU,3399,120
2020-07-15,E,O,RU,3897,109
2020-07-16,E,O,RU,4488,134
2020-07-17,E,O,RU,3702,117
2020-07-18,E,O,RU,4304,131
2020-07-19,E,O,RU,3563,137
2020-07-20,E,O,RU,3814,122
2020-07-21,E,O,RU,3927,122
2020-07-22,E,O,RU,5159,148
2020-07-23,E,O,RU,3648,117
2020-07-24,E,O,RU,4205,107
2020-07-25,E,O,RU,2802,100
2020-07-26,E,O,RU,2988,85
2020-07-27,E,O,RU,2032,71
2020-07-28,E,O,RU,2046,72
2020-07-29,E,O,RU,2299,68
2020-07-30,E,O,RU,2054,57
2020-07-31,E,O,RU,1752,49
2020-07-01,E,P,RU,28,2
2020-07-02,E,P,RU,56,2
2020-07-03,E,P,RU,34,2
2020-07-04,E,P,RU,24,1
2020-07-05,E,P,RU,22,1
2020-07-06,E,P,RU,46,1
2020-07-07,E,P,RU,54,3
2020-07-08,E,P,RU,48,2
2020-07-09,E,P,RU,29,2
2020-07-10,E,P,RU,15,1
2020-07-11,E,P,RU,1517,21
2020-07-12,E,P,RU,10478,219
2020-07-13,E,P,RU,7315,194
2020-07-14,E,P,RU,9758,263
2020-07-15,E,P,RU,14428,317
2020-07-16,E,P,RU,10417,303
2020-07-17,E,P,RU,14272,384
2020-07-18,E,P,RU,17506,405
2020-07-19,E,P,RU,13609,309
2020-07-20,E,P,RU,6299,189
2020-07-21,E,P,RU,848,52
2020-07-22,E,P,RU,412,20
2020-07-23,E,P,RU,293,14
2020-07-24,E,P,RU,205,10
2020-07-25,E,P,RU,158,8
2020-07-26,E,P,RU,97,4
2020-07-27,E,P,RU,44,3
2020-07-28,E,P,RU,16,1
2020-07-29,E,P,RU,22,2
2020-07-30,E,P,RU,36,2
2020-07-31,E,P,RU,38,2
2020-07-01,E,Q,RU,429,42
2020-07-02,E,Q,RU,374,41
2020-07-03,E,Q,RU,493,47
2020-07-04,E,Q,RU,1563,172
2020-07-05,E,Q,RU,1925,222
2020-07-06,E,Q,RU,2342,270
2020-07-07,E,Q,RU,2495,268
2020-07-08,E,Q,RU,2624,301
2020-07-09,E,Q,RU,2049,232
2020-07-10,E,Q,RU,1840,374
2020-07-11,E,Q,RU,2148,223
2020-07-12,E,Q,RU,2026,220
2020-07-13,E,Q,RU,1301,142
2020-07-14,E,Q,RU,1318,151
2020-07-15,E,Q,RU,1261,126
2020-07-16,E,Q,RU,1110,129
2020-07-17,E,Q,RU,1306,143
2020-07-18,E,Q,RU,1351,131
2020-07-19,E,Q,RU,1137,93
2020-07-20,E,Q,RU,698,66
2020-07-21,E,Q,RU,361,34
2020-07-22,E,Q,RU,169,24
2020-07-23,E,Q,RU,143,14
2020-07-24,E,Q,RU,146,17
2020-07-25,E,Q,RU,137,15
2020-07-26,E,Q,RU,69,7
2020-07-27,E,Q,RU,28,4
2020-07-28,E,Q,RU,19,2
2020-07-29,E,Q,RU,22,3
2020-07-30,E,Q,RU,15,1
2020-07-31,E,Q,RU,16,3
2020-07-01,E,R,RU,4651,180
2020-07-02,E,R,RU,3834,179
2020-07-03,E,R,RU,4297,181
2020-07-04,E,R,RU,3950,158
2020-07-05,E,R,RU,4694,152
2020-07-06,E,R,RU,5180,147
2020-07-07,E,R,RU,4281,162
2020-07-08,E,R,RU,3301,126
2020-07-09,E,R,RU,2485,87
2020-07-10,E,R,RU,2046,72
2020-07-11,E,R,RU,2185,84
2020-07-12,E,R,RU,2339,97
2020-07-13,E,R,RU,1535,65
2020-07-14,E,R,RU,1175,47
2020-07-15,E,R,RU,1384,50
2020-07-16,E,R,RU,1633,62
2020-07-17,E,R,RU,1861,77
2020-07-18,E,R,RU,1841,72
2020-07-19,E,R,RU,1974,74
2020-07-20,E,R,RU,1346,66
2020-07-21,E,R,RU,1969,76
2020-07-22,E,R,RU,1666,63
2020-07-23,E,R,RU,2161,74
2020-07-24,E,R,RU,1622,80
2020-07-25,E,R,RU,1777,76
2020-07-26,E,R,RU,1831,83
2020-07-27,E,R,RU,1504,68
2020-07-28,E,R,RU,2021,73
2020-07-29,E,R,RU,1863,80
2020-07-30,E,R,RU,1872,83
2020-07-31,E,R,RU,2091,96
2020-07-01,E,S,RU,866,52
2020-07-02,E,S,RU,1589,79
2020-07-03,E,S,RU,2307,106
2020-07-04,E,S,RU,2371,97
2020-07-05,E,S,RU,1735,87
2020-07-06,E,S,RU,1692,69
2020-07-07,E,S,RU,777,36
2020-07-08,E,S,RU,699,32
2020-07-09,E,S,RU,543,28
2020-07-10,E,S,RU,670,17
2020-07-11,E,S,RU,716,32
2020-07-12,E,S,RU,266,12
2020-07-13,E,S,RU,740,31
2020-07-14,E,S,RU,1170,48
2020-07-15,E,S,RU,841,36
2020-07-16,E,S,RU,958,42
2020-07-17,E,S,RU,588,26
2020-07-18,E,S,RU,703,29
2020-07-19,E,S,RU,903,31
2020-07-20,E,S,RU,722,31
2020-07-21,E,S,RU,884,32
2020-07-22,E,S,RU,763,34
2020-07-23,E,S,RU,12072,535
2020-07-24,E,S,RU,3416,231
2020-07-25,E,S,RU,3813,213
2020-07-26,E,S,RU,5419,279
2020-07-27,E,S,RU,1926,113
2020-07-28,E,S,RU,360,30
2020-07-29,E,S,RU,253,16
2020-07-30,E,S,RU,360,19
2020-07-31,E,S,RU,155,11
2020-07-01,E,T,RU,1511,56
2020-07-02,E,T,RU,1795,99
2020-07-03,E,T,RU,2316,103
2020-07-04,E,T,RU,2707,108
2020-07-05,E,T,RU,2784,104
2020-07-06,E,T,RU,2104,105
2020-07-07,E,T,RU,2673,114
2020-07-08,E,T,RU,2095,93
2020-07-09,E,T,RU,2028,82
2020-07-10,E,T,RU,2112,101
2020-07-11,E,T,RU,2029,79
2020-07-12,E,T,RU,1975,78
2020-07-13,E,T,RU,1210,52
2020-07-14,E,T,RU,1172,51
2020-07-15,E,T,RU,1402,60
2020-07-16,E,T,RU,1869,75
2020-07-17,E,T,RU,1575,53
2020-07-18,E,T,RU,1732,61
2020-07-19,E,T,RU,1923,68
2020-07-20,E,T,RU,1958,71
2020-07-21,E,T,RU,2682,96
2020-07-22,E,T,RU,2418,82
2020-07-23,E,T,RU,2354,90
2020-07-24,E,T,RU,2191,90
2020-07-25,E,T,RU,2649,96
2020-07-26,E,T,RU,2440,91
2020-07-27,E,T,RU,2100,79
2020-07-28,E,T,RU,2730,97
2020-07-29,E,T,RU,2599,99
2020-07-30,E,T,RU,2092,71
2020-07-31,E,T,RU,2155,81
2020-07-01,F,K,RU,618,36
2020-07-02,F,K,RU,604,33
2020-07-03,F,K,RU,506,29
2020-07-04,F,K,RU,692,30
2020-07-05,F,K,RU,7778,214
2020-07-06,F,K,RU,3719,129
2020-07-07,F,K,RU,4807,153
2020-07-08,F,K,RU,4476,145
2020-07-09,F,K,RU,4736,131
2020-07-10,F,K,RU,4873,156
2020-07-11,F,K,RU,5390,172
2020-07-12,F,K,RU,5129,167
2020-07-13,F,K,RU,5097,148
2020-07-14,F,K,RU,4758,135
2020-07-15,F,K,RU,5198,131
2020-07-16,F,K,RU,4681,142
2020-07-17,F,K,RU,5390,149
2020-07-18,F,K,RU,4923,145
2020-07-19,F,K,RU,4460,116
2020-07-20,F,K,RU,3927,116
2020-07-21,F,K,RU,3475,88
2020-07-22,F,K,RU,3314,102
2020-07-23,F,K,RU,3548,112
2020-07-24,F,K,RU,4198,117
2020-07-25,F,K,RU,4200,129
2020-07-26,F,K,RU,4959,144
2020-07-27,F,K,RU,3600,116
2020-07-28,F,K,RU,2799,100
2020-07-29,F,K,RU,2833,99
2020-07-30,F,K,RU,3010,97
2020-07-31,F,K,RU,2721,95
2020-07-01,F,L,RU,2506,168
2020-07-02,F,L,RU,1816,148
2020-07-03,F,L,RU,2369,145
2020-07-04,F,L,RU,2341,186
2020-07-05,F,L,RU,2741,176
2020-07-06,F,L,RU,2327,149
2020-07-07,F,L,RU,1463,123
2020-07-08,F,L,RU,1763,146
2020-07-09,F,L,RU,1656,133
2020-07-10,F,L,RU,1674,74
2020-07-11,F,L,RU,1959,141
2020-07-12,F,L,RU,1805,152
2020-07-13,F,L,RU,1748,133
2020-07-14,F,L,RU,1738,127
2020-07-15,F,L,RU,1618,116
2020-07-16,F,L,RU,1398,101
2020-07-17,F,L,RU,1719,128
2020-07-18,F,L,RU,1783,149
2020-07-19,F,L,RU,2172,174
2020-07-20,F,L,RU,1696,124
2020-07-21,F,L,RU,1829,144
2020-07-22,F,L,RU,1736,129
2020-07-23,F,L,RU,1966,152
2020-07-24,F,L,RU,1822,141
2020-07-25,F,L,RU,2221,166
2020-07-26,F,L,RU,2238,200
2020-07-27,F,L,RU,2047,142
2020-07-28,F,L,RU,1671,159
2020-07-29,F,L,RU,1872,157
2020-07-30,F,L,RU,1482,131
2020-07-31,F,L,RU,1528,132
2020-07-01,F,M,RU,23921,178
2020-07-02,F,M,RU,7486,72
2020-07-03,F,M,RU,4600,72
2020-07-04,F,M,RU,7150,187
2020-07-05,F,M,RU,10004,205
2020-07-06,F,M,RU,26783,491
2020-07-07,F,M,RU,17121,342
2020-07-08,F,M,RU,12294,238
2020-07-09,F,M,RU,13221,244
2020-07-10,F,M,RU,9479,196
2020-07-11,F,M,RU,11933,208
2020-07-12,F,M,RU,12156,215
2020-07-13,F,M,RU,9136,185
2020-07-14,F,M,RU,9048,147
2020-07-15,F,M,RU,10123,162
2020-07-16,F,M,RU,6268,135
2020-07-17,F,M,RU,4670,92
2020-07-18,F,M,RU,5190,98
2020-07-19,F,M,RU,4723,107
2020-07-20,F,M,RU,4105,100
2020-07-21,F,M,RU,4250,99
2020-07-22,F,M,RU,3580,88
2020-07-23,F,M,RU,4314,113
2020-07-24,F,M,RU,5275,147
2020-07-25,F,M,RU,4810,105
2020-07-26,F,M,RU,5232,142
2020-07-27,F,M,RU,3897,105
2020-07-28,F,M,RU,4174,124
2020-07-29,F,M,RU,4459,130
2020-07-30,F,M,RU,4504,138
2020-07-31,F,M,RU,4399,143
2020-07-01,F,N,RU,160,5
2020-07-02,F,N,RU,121,4
2020-07-03,F,N,RU,118,4
2020-07-04,F,N,RU,117,5
2020-07-05,F,N,RU,147,6
2020-07-06,F,N,RU,127,5
2020-07-07,F,N,RU,128,4
2020-07-08,F,N,RU,120,4
2020-07-09,F,N,RU,99,4
2020-07-10,F,N,RU,510,12
2020-07-11,F,N,RU,515,21
2020-07-12,F,N,RU,1225,39
2020-07-13,F,N,RU,1205,44
2020-07-14,F,N,RU,1456,53
2020-07-15,F,N,RU,2041,63
2020-07-16,F,N,RU,2029,63
2020-07-17,F,N,RU,1954,69
2020-07-18,F,N,RU,2591,85
2020-07-19,F,N,RU,2930,88
2020-07-20,F,N,RU,2066,65
2020-07-21,F,N,RU,5811,116
2020-07-22,F,N,RU,17051,244
2020-07-23,F,N,RU,13033,271
2020-07-24,F,N,RU,11700,239
2020-07-25,F,N,RU,10970,223
2020-07-26,F,N,RU,12084,226
2020-07-27,F,N,RU,9371,196
2020-07-28,F,N,RU,7696,210
2020-07-29,F,N,RU,1564,97
2020-07-30,F,N,RU,1847,76
2020-07-31,F,N,RU,2108,65
2020-07-01,F,O,RU,9826,192
2020-07-02,F,O,RU,7891,171
2020-07-03,F,O,RU,7524,180
2020-07-04,F,O,RU,7410,159
2020-07-05,F,O,RU,7455,164
2020-07-06,F,O,RU,6092,148
2020-07-07,F,O,RU,8351,170
2020-07-08,F,O,RU,9454,195
2020-07-09,F,O,RU,7622,180
2020-07-10,F,O,RU,9442,191
2020-07-11,F,O,RU,10870,247
2020-07-12,F,O,RU,11486,250
2020-07-13,F,O,RU,10925,258
2020-07-14,F,O,RU,9916,217
2020-07-15,F,O,RU,9450,234
2020-07-16,F,O,RU,10103,237
2020-07-17,F,O,RU,9255,215
2020-07-18,F,O,RU,9223,199
2020-07-19,F,O,RU,8182,180
2020-07-20,F,O,RU,7427,147
2020-07-21,F,O,RU,6486,151
2020-07-22,F,O,RU,8680,155
2020-07-23,F,O,RU,7327,140
2020-07-24,F,O,RU,7454,160
2020-07-25,F,O,RU,6343,162
2020-07-26,F,O,RU,6680,152
2020-07-27,F,O,RU,5928,116
2020-07-28,F,O,RU,4050,90
2020-07-29,F,O,RU,4039,91
2020-07-30,F,O,RU,4625,88
2020-07-31,F,O,RU,4505,75
2020-07-01,F,P,RU,5079,123
2020-07-02,F,P,RU,4111,115
2020-07-03,F,P,RU,4736,124
2020-07-04,F,P,RU,4198,124
2020-07-05,F,P,RU,5048,123
2020-07-06,F,P,RU,4049,98
2020-07-07,F,P,RU,4526,104
2020-07-08,F,P,RU,3894,108
2020-07-09,F,P,RU,3887,120
2020-07-10,F,P,RU,3533,100
2020-07-11,F,P,RU,4253,122
2020-07-12,F,P,RU,4178,122
2020-07-13,F,P,RU,4374,107
2020-07-14,F,P,RU,4307,114
2020-07-15,F,P,RU,4538,123
2020-07-16,F,P,RU,3816,104
2020-07-17,F,P,RU,4120,111
2020-07-18,F,P,RU,4159,109
2020-07-19,F,P,RU,4253,107
2020-07-20,F,P,RU,3708,103
2020-07-21,F,P,RU,4256,100
2020-07-22,F,P,RU,4416,110
2020-07-23,F,P,RU,4801,124
2020-07-24,F,P,RU,4087,112
2020-07-25,F,P,RU,4495,130
2020-07-26,F,P,RU,4791,125
2020-07-27,F,P,RU,3862,108
2020-07-28,F,P,RU,4694,117
2020-07-29,F,P,RU,4985,127
2020-07-30,F,P,RU,4365,107
2020-07-31,F,P,RU,5255,122
2020-07-01,F,Q,RU,1865,94
2020-07-02,F,Q,RU,1613,63
2020-07-03,F,Q,RU,1171,57
2020-07-04,F,Q,RU,1308,57
2020-07-05,F,Q,RU,1254,57
2020-07-06,F,Q,RU,1675,79
